datetime,sender_original,message_original,date,month,weekday,hour,sender,is_system_or_media,message_for_sentiment,message_clean_nlp,sentence_original,sentence_for_sentiment,sentence_clean_nlp,tokens,tokens_no_stopwords,stems,lemmas,preprocessed_text,sentiment_score,sentiment_label
2026-01-15 17:47:57,Georgios Terzidis,"Dr Chandna informed us that the student assistants will be organising Python tutorial sessions every Friday from 16:30 to 18:30.

These sessions are for anyone who feels they need some extra practice in Python and wants to improve their coding skills together with others.

If you’re interested, please react to this message so I can gather the list of names.",2026-01-15,2026-01,Thursday,17,Sender_034,False,"Dr Chandna informed us that the student assistants will be organising Python tutorial sessions every Friday from 16:30 to 18:30. These sessions are for anyone who feels they need some extra practice in Python and wants to improve their coding skills together with others. If you’re interested, please react to this message so I can gather the list of names.",dr chandna informed us that the student assistants will be organising python tutorial sessions every friday from to these sessions are for anyone who feels they need some extra practice in python and wants to improve their coding skills together with others if you re interested please react to this message so i can gather the list of names,Dr Chandna informed us that the student assistants will be organising Python tutorial sessions every Friday from 16:30,Dr Chandna informed us that the student assistants will be organising Python tutorial sessions every Friday from 16:30,dr chandna informed us that the student assistants will be organising python tutorial sessions every friday from,"['dr', 'chandna', 'informed', 'us', 'that', 'the', 'student', 'assistants', 'will', 'be', 'organising', 'python', 'tutorial', 'sessions', 'every', 'friday', 'from']","['dr', 'chandna', 'informed', 'us', 'student', 'assistants', 'organising', 'python', 'tutorial', 'sessions', 'every', 'friday']","['dr', 'chandna', 'inform', 'us', 'student', 'assist', 'organis', 'python', 'tutori', 'session', 'everi', 'friday']","['dr', 'chandna', 'informed', 'u', 'student', 'assistant', 'organising', 'python', 'tutorial', 'session', 'every', 'friday']",dr chandna informed u student assistant organising python tutorial session every friday,0.0,Neutral
2026-01-15 17:47:57,Georgios Terzidis,"Dr Chandna informed us that the student assistants will be organising Python tutorial sessions every Friday from 16:30 to 18:30.

These sessions are for anyone who feels they need some extra practice in Python and wants to improve their coding skills together with others.

If you’re interested, please react to this message so I can gather the list of names.",2026-01-15,2026-01,Thursday,17,Sender_034,False,"Dr Chandna informed us that the student assistants will be organising Python tutorial sessions every Friday from 16:30 to 18:30. These sessions are for anyone who feels they need some extra practice in Python and wants to improve their coding skills together with others. If you’re interested, please react to this message so I can gather the list of names.",dr chandna informed us that the student assistants will be organising python tutorial sessions every friday from to these sessions are for anyone who feels they need some extra practice in python and wants to improve their coding skills together with others if you re interested please react to this message so i can gather the list of names,to 18:30.,to 18:30.,to,['to'],[],[],[],,0.0,Neutral
2026-01-15 17:47:57,Georgios Terzidis,"Dr Chandna informed us that the student assistants will be organising Python tutorial sessions every Friday from 16:30 to 18:30.

These sessions are for anyone who feels they need some extra practice in Python and wants to improve their coding skills together with others.

If you’re interested, please react to this message so I can gather the list of names.",2026-01-15,2026-01,Thursday,17,Sender_034,False,"Dr Chandna informed us that the student assistants will be organising Python tutorial sessions every Friday from 16:30 to 18:30. These sessions are for anyone who feels they need some extra practice in Python and wants to improve their coding skills together with others. If you’re interested, please react to this message so I can gather the list of names.",dr chandna informed us that the student assistants will be organising python tutorial sessions every friday from to these sessions are for anyone who feels they need some extra practice in python and wants to improve their coding skills together with others if you re interested please react to this message so i can gather the list of names,These sessions are for anyone who feels they need some extra practice in Python and wants to improve,These sessions are for anyone who feels they need some extra practice in Python and wants to improve,these sessions are for anyone who feels they need some extra practice in python and wants to improve,"['these', 'sessions', 'are', 'for', 'anyone', 'who', 'feels', 'they', 'need', 'some', 'extra', 'practice', 'in', 'python', 'and', 'wants', 'to', 'improve']","['sessions', 'feels', 'need', 'extra', 'practice', 'python', 'wants', 'improve']","['session', 'feel', 'need', 'extra', 'practic', 'python', 'want', 'improv']","['session', 'feel', 'need', 'extra', 'practice', 'python', 'want', 'improve']",session feel need extra practice python want improve,0.4404,Positive
2026-01-15 17:47:57,Georgios Terzidis,"Dr Chandna informed us that the student assistants will be organising Python tutorial sessions every Friday from 16:30 to 18:30.

These sessions are for anyone who feels they need some extra practice in Python and wants to improve their coding skills together with others.

If you’re interested, please react to this message so I can gather the list of names.",2026-01-15,2026-01,Thursday,17,Sender_034,False,"Dr Chandna informed us that the student assistants will be organising Python tutorial sessions every Friday from 16:30 to 18:30. These sessions are for anyone who feels they need some extra practice in Python and wants to improve their coding skills together with others. If you’re interested, please react to this message so I can gather the list of names.",dr chandna informed us that the student assistants will be organising python tutorial sessions every friday from to these sessions are for anyone who feels they need some extra practice in python and wants to improve their coding skills together with others if you re interested please react to this message so i can gather the list of names,their coding skills together with others.,their coding skills together with others.,their coding skills together with others,"['their', 'coding', 'skills', 'together', 'with', 'others']","['coding', 'skills', 'together', 'others']","['code', 'skill', 'togeth', 'other']","['coding', 'skill', 'together', 'others']",coding skill together others,0.0,Neutral
2026-01-15 17:47:57,Georgios Terzidis,"Dr Chandna informed us that the student assistants will be organising Python tutorial sessions every Friday from 16:30 to 18:30.

These sessions are for anyone who feels they need some extra practice in Python and wants to improve their coding skills together with others.

If you’re interested, please react to this message so I can gather the list of names.",2026-01-15,2026-01,Thursday,17,Sender_034,False,"Dr Chandna informed us that the student assistants will be organising Python tutorial sessions every Friday from 16:30 to 18:30. These sessions are for anyone who feels they need some extra practice in Python and wants to improve their coding skills together with others. If you’re interested, please react to this message so I can gather the list of names.",dr chandna informed us that the student assistants will be organising python tutorial sessions every friday from to these sessions are for anyone who feels they need some extra practice in python and wants to improve their coding skills together with others if you re interested please react to this message so i can gather the list of names,"If you’re interested, please react to this message so I can gather the list of names.","If you’re interested, please react to this message so I can gather the list of names.",if you re interested please react to this message so i can gather the list of names,"['if', 'you', 're', 'interested', 'please', 'react', 'to', 'this', 'message', 'so', 'i', 'can', 'gather', 'the', 'list', 'of', 'names']","['interested', 'react', 'message', 'gather', 'list', 'names']","['interest', 'react', 'messag', 'gather', 'list', 'name']","['interested', 'react', 'message', 'gather', 'list', 'name']",interested react message gather list name,0.6124,Positive
2026-01-19 09:35:14,+91 75063 23383,"Morgen, in which room do we have our lecture right now?",2026-01-19,2026-01,Monday,9,Sender_018,False,"Morgen, in which room do we have our lecture right now?",morgen in which room do we have our lecture right now,"Morgen, in which room do we have our lecture right now?","Morgen, in which room do we have our lecture right now?",morgen in which room do we have our lecture right now,"['morgen', 'in', 'which', 'room', 'do', 'we', 'have', 'our', 'lecture', 'right', 'now']","['morgen', 'room', 'lecture', 'right']","['morgen', 'room', 'lectur', 'right']","['morgen', 'room', 'lecture', 'right']",morgen room lecture right,0.0,Neutral
2026-01-19 09:37:38,+91 91 5876 262 1,"T 101, 10th floor",2026-01-19,2026-01,Monday,9,Sender_028,False,"T 101, 10th floor",t th floor,"T 101, 10th floor","T 101, 10th floor",t th floor,"['t', 'th', 'floor']","['th', 'floor']","['th', 'floor']","['th', 'floor']",th floor,0.0,Neutral
2026-01-19 19:01:37,Martin Bratoi,"Here a video which I've watched in the past showing the exact same example that Anil explained in the lecture:
https://www.youtube.com/watch?v=aircAruvnKk",2026-01-19,2026-01,Monday,19,Sender_038,False,Here a video which I've watched in the past showing the exact same example that Anil explained in the lecture: URL,here a video which i've watched in the past showing the exact same example that anil explained in the lecture url,Here a video which I've watched in the past showing the exact same example that Anil explained in,Here a video which I've watched in the past showing the exact same example that Anil explained in,here a video which i've watched in the past showing the exact same example that anil explained in,"['here', 'a', 'video', 'which', ""i've"", 'watched', 'in', 'the', 'past', 'showing', 'the', 'exact', 'same', 'example', 'that', 'anil', 'explained', 'in']","['video', 'watched', 'past', 'showing', 'exact', 'example', 'anil', 'explained']","['video', 'watch', 'past', 'show', 'exact', 'exampl', 'anil', 'explain']","['video', 'watched', 'past', 'showing', 'exact', 'example', 'anil', 'explained']",video watched past showing exact example anil explained,0.0,Neutral
2026-01-19 19:01:37,Martin Bratoi,"Here a video which I've watched in the past showing the exact same example that Anil explained in the lecture:
https://www.youtube.com/watch?v=aircAruvnKk",2026-01-19,2026-01,Monday,19,Sender_038,False,Here a video which I've watched in the past showing the exact same example that Anil explained in the lecture: URL,here a video which i've watched in the past showing the exact same example that anil explained in the lecture url,the lecture: URL,the lecture: URL,the lecture url,"['the', 'lecture', 'url']","['lecture', 'url']","['lectur', 'url']","['lecture', 'url']",lecture url,0.0,Neutral
2026-01-23 09:28:09,Haaris K Khalil,"Guys, Data Engineering marks are out.
https://srh-community.campusweb.cloud/en/meine-dokumente?p_id=27&documentId=156&bookingId=22677&referringBundleId=undefined",2026-01-23,2026-01,Friday,9,Sender_036,False,"Guys, Data Engineering marks are out. URL",guys data engineering marks are out url,"Guys, Data Engineering marks are out.","Guys, Data Engineering marks are out.",guys data engineering marks are out,"['guys', 'data', 'engineering', 'marks', 'are', 'out']","['data', 'engineering', 'marks']","['data', 'engin', 'mark']","['data', 'engineering', 'mark']",data engineering mark,0.0,Neutral
2026-01-23 09:28:09,Haaris K Khalil,"Guys, Data Engineering marks are out.
https://srh-community.campusweb.cloud/en/meine-dokumente?p_id=27&documentId=156&bookingId=22677&referringBundleId=undefined",2026-01-23,2026-01,Friday,9,Sender_036,False,"Guys, Data Engineering marks are out. URL",guys data engineering marks are out url,URL,URL,url,['url'],['url'],['url'],['url'],url,0.0,Neutral
2026-01-30 09:33:59,Haaris K Khalil,"Guys, @Georgios Terzidis @Martin Bratoi and I have a CR meeting with Prof Swati on 6th Feb. So if anyone has any concern/complaint that y'all would like us to convey to her, just let us know.",2026-01-30,2026-01,Friday,9,Sender_036,False,"Guys, @Georgios Terzidis @Martin Bratoi and I have a CR meeting with Prof Swati on 6th Feb. So if anyone has any concern/complaint that y'all would like us to convey to her, just let us know.",guys georgios terzidis martin bratoi and i have a cr meeting with prof swati on th feb so if anyone has any concern complaint that y'all would like us to convey to her just let us know,"Guys, @Georgios Terzidis @Martin Bratoi and I have a CR meeting with Prof Swati on 6th Feb.","Guys, @Georgios Terzidis @Martin Bratoi and I have a CR meeting with Prof Swati on 6th Feb.",guys georgios terzidis martin bratoi and i have a cr meeting with prof swati on th feb,"['guys', 'georgios', 'terzidis', 'martin', 'bratoi', 'and', 'i', 'have', 'a', 'cr', 'meeting', 'with', 'prof', 'swati', 'on', 'th', 'feb']","['georgios', 'terzidis', 'martin', 'bratoi', 'cr', 'meeting', 'prof', 'swati', 'th', 'feb']","['georgio', 'terzidi', 'martin', 'bratoi', 'cr', 'meet', 'prof', 'swati', 'th', 'feb']","['georgios', 'terzidis', 'martin', 'bratoi', 'cr', 'meeting', 'prof', 'swati', 'th', 'feb']",georgios terzidis martin bratoi cr meeting prof swati th feb,0.0,Neutral
2026-01-30 09:33:59,Haaris K Khalil,"Guys, @Georgios Terzidis @Martin Bratoi and I have a CR meeting with Prof Swati on 6th Feb. So if anyone has any concern/complaint that y'all would like us to convey to her, just let us know.",2026-01-30,2026-01,Friday,9,Sender_036,False,"Guys, @Georgios Terzidis @Martin Bratoi and I have a CR meeting with Prof Swati on 6th Feb. So if anyone has any concern/complaint that y'all would like us to convey to her, just let us know.",guys georgios terzidis martin bratoi and i have a cr meeting with prof swati on th feb so if anyone has any concern complaint that y'all would like us to convey to her just let us know,"So if anyone has any concern/complaint that y'all would like us to convey to her, just let us","So if anyone has any concern/complaint that y'all would like us to convey to her, just let us",so if anyone has any concern complaint that y'all would like us to convey to her just let us,"['so', 'if', 'anyone', 'has', 'any', 'concern', 'complaint', 'that', ""y'all"", 'would', 'like', 'us', 'to', 'convey', 'to', 'her', 'just', 'let', 'us']","['concern', 'complaint', ""y'all"", 'would', 'like', 'us', 'convey', 'let', 'us']","['concern', 'complaint', ""y'all"", 'would', 'like', 'us', 'convey', 'let', 'us']","['concern', 'complaint', ""y'all"", 'would', 'like', 'u', 'convey', 'let', 'u']",concern complaint y'all would like u convey let u,0.3612,Positive
2026-01-30 09:33:59,Haaris K Khalil,"Guys, @Georgios Terzidis @Martin Bratoi and I have a CR meeting with Prof Swati on 6th Feb. So if anyone has any concern/complaint that y'all would like us to convey to her, just let us know.",2026-01-30,2026-01,Friday,9,Sender_036,False,"Guys, @Georgios Terzidis @Martin Bratoi and I have a CR meeting with Prof Swati on 6th Feb. So if anyone has any concern/complaint that y'all would like us to convey to her, just let us know.",guys georgios terzidis martin bratoi and i have a cr meeting with prof swati on th feb so if anyone has any concern complaint that y'all would like us to convey to her just let us know,know.,know.,know,['know'],['know'],['know'],['know'],know,0.0,Neutral
